"","r_name","aoi_name","values","date"
"2724","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - S -3",4746,"09_2003"
"2725","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - W - 1",4897,"09_2003"
"2726","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - C - 2",4486,"09_2003"
"2727","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - S - 7",4564,"09_2003"
"2728","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - C - 5",4578,"09_2003"
"2729","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - W - 4",4502,"09_2003"
"2730","CHELSA_pr_09_2003_V.2.1","Dehesón El Encinar - Otro - 6",4578,"09_2003"
"2731","CHELSA_pr_09_2004_V.2.1","Atoquedo",456,"09_2004"
"2732","CHELSA_pr_09_2004_V.2.1","La Caña",176,"09_2004"
"2733","CHELSA_pr_09_2004_V.2.1","La Ciervina",363,"09_2004"
"2734","CHELSA_pr_09_2004_V.2.1","Las Casillas",269,"09_2004"
"2735","CHELSA_pr_09_2004_V.2.1","La Villa",502,"09_2004"
"2736","CHELSA_pr_09_2004_V.2.1","Valdelacasa",314,"09_2004"
"2737","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - S -3",824,"09_2004"
"2738","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - W - 1",850,"09_2004"
"2739","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - C - 2",798,"09_2004"
"2740","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - S - 7",808,"09_2004"
"2741","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - C - 5",805,"09_2004"
"2742","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - W - 4",792,"09_2004"
"2743","CHELSA_pr_09_2004_V.2.1","Dehesón El Encinar - Otro - 6",805,"09_2004"
"2744","CHELSA_pr_09_2005_V.2.1","Atoquedo",757,"09_2005"
"2745","CHELSA_pr_09_2005_V.2.1","La Caña",1561,"09_2005"
"2746","CHELSA_pr_09_2005_V.2.1","La Ciervina",848,"09_2005"
"2747","CHELSA_pr_09_2005_V.2.1","Las Casillas",1433,"09_2005"
"2748","CHELSA_pr_09_2005_V.2.1","La Villa",795,"09_2005"
"2749","CHELSA_pr_09_2005_V.2.1","Valdelacasa",897,"09_2005"
"2750","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - S -3",1006,"09_2005"
"2751","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - W - 1",1076,"09_2005"
"2752","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - C - 2",1031,"09_2005"
"2753","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - S - 7",958,"09_2005"
"2754","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - C - 5",987,"09_2005"
"2755","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - W - 4",995,"09_2005"
"2756","CHELSA_pr_09_2005_V.2.1","Dehesón El Encinar - Otro - 6",987,"09_2005"
"2757","CHELSA_pr_09_2006_V.2.1","Atoquedo",4524,"09_2006"
"2758","CHELSA_pr_09_2006_V.2.1","La Caña",4777,"09_2006"
"2759","CHELSA_pr_09_2006_V.2.1","La Ciervina",4701,"09_2006"
"2760","CHELSA_pr_09_2006_V.2.1","Las Casillas",4814,"09_2006"
"2761","CHELSA_pr_09_2006_V.2.1","La Villa",4298,"09_2006"
"2762","CHELSA_pr_09_2006_V.2.1","Valdelacasa",4107,"09_2006"
"2763","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - S -3",3309,"09_2006"
"2764","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - W - 1",3538,"09_2006"
"2765","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - C - 2",3422,"09_2006"
"2766","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - S - 7",3150,"09_2006"
"2767","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - C - 5",3277,"09_2006"
"2768","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - W - 4",3316,"09_2006"
"2769","CHELSA_pr_09_2006_V.2.1","Dehesón El Encinar - Otro - 6",3277,"09_2006"
"2770","CHELSA_pr_09_2007_V.2.1","Atoquedo",5820,"09_2007"
"2771","CHELSA_pr_09_2007_V.2.1","La Caña",3940,"09_2007"
"2772","CHELSA_pr_09_2007_V.2.1","La Ciervina",4729,"09_2007"
"2773","CHELSA_pr_09_2007_V.2.1","Las Casillas",2385,"09_2007"
"2774","CHELSA_pr_09_2007_V.2.1","La Villa",5312,"09_2007"
"2775","CHELSA_pr_09_2007_V.2.1","Valdelacasa",6027,"09_2007"
"2776","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - S -3",4416,"09_2007"
"2777","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - W - 1",4628,"09_2007"
"2778","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - C - 2",4636,"09_2007"
"2779","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - S - 7",4212,"09_2007"
"2780","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - C - 5",4444,"09_2007"
"2781","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - W - 4",4529,"09_2007"
"2782","CHELSA_pr_09_2007_V.2.1","Dehesón El Encinar - Otro - 6",4444,"09_2007"
"2783","CHELSA_pr_09_2008_V.2.1","Atoquedo",3755,"09_2008"
"2784","CHELSA_pr_09_2008_V.2.1","La Caña",2844,"09_2008"
"2785","CHELSA_pr_09_2008_V.2.1","La Ciervina",3844,"09_2008"
"2786","CHELSA_pr_09_2008_V.2.1","Las Casillas",2655,"09_2008"
"2787","CHELSA_pr_09_2008_V.2.1","La Villa",3354,"09_2008"
"2788","CHELSA_pr_09_2008_V.2.1","Valdelacasa",2545,"09_2008"
"2789","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - S -3",3421,"09_2008"
"2790","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - W - 1",3473,"09_2008"
"2791","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - C - 2",3437,"09_2008"
"2792","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - S - 7",3343,"09_2008"
"2793","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - C - 5",3429,"09_2008"
"2794","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - W - 4",3433,"09_2008"
"2795","CHELSA_pr_09_2008_V.2.1","Dehesón El Encinar - Otro - 6",3429,"09_2008"
"2796","CHELSA_pr_09_2009_V.2.1","Atoquedo",3074,"09_2009"
"2797","CHELSA_pr_09_2009_V.2.1","La Caña",2992,"09_2009"
"2798","CHELSA_pr_09_2009_V.2.1","La Ciervina",3006,"09_2009"
"2799","CHELSA_pr_09_2009_V.2.1","Las Casillas",1968,"09_2009"
"2800","CHELSA_pr_09_2009_V.2.1","La Villa",2885,"09_2009"
"2801","CHELSA_pr_09_2009_V.2.1","Valdelacasa",2073,"09_2009"
"2802","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - S -3",2125,"09_2009"
"2803","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - W - 1",2230,"09_2009"
"2804","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - C - 2",2164,"09_2009"
"2805","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - S - 7",2053,"09_2009"
"2806","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - C - 5",2107,"09_2009"
"2807","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - W - 4",2124,"09_2009"
"2808","CHELSA_pr_09_2009_V.2.1","Dehesón El Encinar - Otro - 6",2107,"09_2009"
"2809","CHELSA_pr_09_2010_V.2.1","Atoquedo",3282,"09_2010"
"2810","CHELSA_pr_09_2010_V.2.1","La Caña",1678,"09_2010"
"2811","CHELSA_pr_09_2010_V.2.1","La Ciervina",3251,"09_2010"
"2812","CHELSA_pr_09_2010_V.2.1","Las Casillas",3087,"09_2010"
"2813","CHELSA_pr_09_2010_V.2.1","La Villa",2707,"09_2010"
"2814","CHELSA_pr_09_2010_V.2.1","Valdelacasa",2630,"09_2010"
"2815","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - S -3",3419,"09_2010"
"2816","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - W - 1",3486,"09_2010"
"2817","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - C - 2",3393,"09_2010"
"2818","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - S - 7",3374,"09_2010"
"2819","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - C - 5",3396,"09_2010"
"2820","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - W - 4",3377,"09_2010"
"2821","CHELSA_pr_09_2010_V.2.1","Dehesón El Encinar - Otro - 6",3396,"09_2010"
"2822","CHELSA_pr_09_2011_V.2.1","Atoquedo",2195,"09_2011"
"2823","CHELSA_pr_09_2011_V.2.1","La Caña",1642,"09_2011"
"2824","CHELSA_pr_09_2011_V.2.1","La Ciervina",2537,"09_2011"
"2825","CHELSA_pr_09_2011_V.2.1","Las Casillas",3021,"09_2011"
"2826","CHELSA_pr_09_2011_V.2.1","La Villa",3575,"09_2011"
"2827","CHELSA_pr_09_2011_V.2.1","Valdelacasa",2058,"09_2011"
"2828","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - S -3",1141,"09_2011"
"2829","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - W - 1",1215,"09_2011"
"2830","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - C - 2",1222,"09_2011"
"2831","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - S - 7",1074,"09_2011"
"2832","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - C - 5",1150,"09_2011"
"2833","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - W - 4",1180,"09_2011"
"2834","CHELSA_pr_09_2011_V.2.1","Dehesón El Encinar - Otro - 6",1150,"09_2011"
"2835","CHELSA_pr_09_2012_V.2.1","Atoquedo",8203,"09_2012"
"2836","CHELSA_pr_09_2012_V.2.1","La Caña",7057,"09_2012"
"2837","CHELSA_pr_09_2012_V.2.1","La Ciervina",7574,"09_2012"
"2838","CHELSA_pr_09_2012_V.2.1","Las Casillas",6345,"09_2012"
"2839","CHELSA_pr_09_2012_V.2.1","La Villa",5676,"09_2012"
"2840","CHELSA_pr_09_2012_V.2.1","Valdelacasa",6920,"09_2012"
"2841","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - S -3",10944,"09_2012"
"2842","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - W - 1",10968,"09_2012"
"2843","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - C - 2",10510,"09_2012"
"2844","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - S - 7",10910,"09_2012"
"2845","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - C - 5",10719,"09_2012"
"2846","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - W - 4",10562,"09_2012"
"2847","CHELSA_pr_09_2012_V.2.1","Dehesón El Encinar - Otro - 6",10719,"09_2012"
"2848","CHELSA_pr_09_2013_V.2.1","Atoquedo",7518,"09_2013"
"2849","CHELSA_pr_09_2013_V.2.1","La Caña",4918,"09_2013"
"2850","CHELSA_pr_09_2013_V.2.1","La Ciervina",6827,"09_2013"
"2851","CHELSA_pr_09_2013_V.2.1","Las Casillas",5644,"09_2013"
"2852","CHELSA_pr_09_2013_V.2.1","La Villa",8371,"09_2013"
"2853","CHELSA_pr_09_2013_V.2.1","Valdelacasa",7981,"09_2013"
"2854","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - S -3",5868,"09_2013"
"2855","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - W - 1",6205,"09_2013"
"2856","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - C - 2",6077,"09_2013"
"2857","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - S - 7",5609,"09_2013"
"2858","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - C - 5",5828,"09_2013"
"2859","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - W - 4",5910,"09_2013"
"2860","CHELSA_pr_09_2013_V.2.1","Dehesón El Encinar - Otro - 6",5828,"09_2013"
"2861","CHELSA_pr_09_2014_V.2.1","Atoquedo",11407,"09_2014"
"2862","CHELSA_pr_09_2014_V.2.1","La Caña",11388,"09_2014"
"2863","CHELSA_pr_09_2014_V.2.1","La Ciervina",12045,"09_2014"
"2864","CHELSA_pr_09_2014_V.2.1","Las Casillas",11778,"09_2014"
"2865","CHELSA_pr_09_2014_V.2.1","La Villa",11718,"09_2014"
"2866","CHELSA_pr_09_2014_V.2.1","Valdelacasa",9521,"09_2014"
"2867","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - S -3",8845,"09_2014"
"2868","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - W - 1",9165,"09_2014"
"2869","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - C - 2",8949,"09_2014"
"2870","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - S - 7",8602,"09_2014"
"2871","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - C - 5",8788,"09_2014"
"2872","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - W - 4",8816,"09_2014"
"2873","CHELSA_pr_09_2014_V.2.1","Dehesón El Encinar - Otro - 6",8788,"09_2014"
"2874","CHELSA_pr_09_2015_V.2.1","Atoquedo",1651,"09_2015"
"2875","CHELSA_pr_09_2015_V.2.1","La Caña",979,"09_2015"
"2876","CHELSA_pr_09_2015_V.2.1","La Ciervina",1178,"09_2015"
"2877","CHELSA_pr_09_2015_V.2.1","Las Casillas",891,"09_2015"
"2878","CHELSA_pr_09_2015_V.2.1","La Villa",2252,"09_2015"
"2879","CHELSA_pr_09_2015_V.2.1","Valdelacasa",2513,"09_2015"
"2880","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - S -3",2888,"09_2015"
"2881","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - W - 1",3195,"09_2015"
"2882","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - C - 2",2811,"09_2015"
"2883","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - S - 7",2738,"09_2015"
"2884","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - C - 5",2720,"09_2015"
"2885","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - W - 4",2687,"09_2015"
"2886","CHELSA_pr_09_2015_V.2.1","Dehesón El Encinar - Otro - 6",2720,"09_2015"
"2887","CHELSA_pr_10_2002_V.2.1","Atoquedo",7775,"10_2002"
"2888","CHELSA_pr_10_2002_V.2.1","La Caña",6608,"10_2002"
"2889","CHELSA_pr_10_2002_V.2.1","La Ciervina",7557,"10_2002"
"2890","CHELSA_pr_10_2002_V.2.1","Las Casillas",6559,"10_2002"
"2891","CHELSA_pr_10_2002_V.2.1","La Villa",7305,"10_2002"
"2892","CHELSA_pr_10_2002_V.2.1","Valdelacasa",7491,"10_2002"
"2893","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - S -3",8557,"10_2002"
"2894","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - W - 1",9017,"10_2002"
"2895","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - C - 2",8597,"10_2002"
"2896","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - S - 7",8252,"10_2002"
"2897","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - C - 5",8392,"10_2002"
"2898","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - W - 4",8403,"10_2002"
"2899","CHELSA_pr_10_2002_V.2.1","Dehesón El Encinar - Otro - 6",8392,"10_2002"
"2900","CHELSA_pr_10_2003_V.2.1","Atoquedo",19515,"10_2003"
"2901","CHELSA_pr_10_2003_V.2.1","La Caña",17183,"10_2003"
"2902","CHELSA_pr_10_2003_V.2.1","La Ciervina",17727,"10_2003"
"2903","CHELSA_pr_10_2003_V.2.1","Las Casillas",14112,"10_2003"
"2904","CHELSA_pr_10_2003_V.2.1","La Villa",16535,"10_2003"
"2905","CHELSA_pr_10_2003_V.2.1","Valdelacasa",19851,"10_2003"
"2906","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - S -3",21959,"10_2003"
"2907","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - W - 1",23038,"10_2003"
"2908","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - C - 2",21762,"10_2003"
"2909","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - S - 7",21298,"10_2003"
"2910","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - C - 5",21449,"10_2003"
"2911","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - W - 4",21365,"10_2003"
"2912","CHELSA_pr_10_2003_V.2.1","Dehesón El Encinar - Otro - 6",21449,"10_2003"
"2913","CHELSA_pr_10_2004_V.2.1","Atoquedo",23626,"10_2004"
"2914","CHELSA_pr_10_2004_V.2.1","La Caña",18444,"10_2004"
"2915","CHELSA_pr_10_2004_V.2.1","La Ciervina",24493,"10_2004"
"2916","CHELSA_pr_10_2004_V.2.1","Las Casillas",21929,"10_2004"
"2917","CHELSA_pr_10_2004_V.2.1","La Villa",23931,"10_2004"
"2918","CHELSA_pr_10_2004_V.2.1","Valdelacasa",24067,"10_2004"
"2919","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - S -3",21766,"10_2004"
"2920","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - W - 1",23003,"10_2004"
"2921","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - C - 2",21938,"10_2004"
"2922","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - S - 7",20916,"10_2004"
"2923","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - C - 5",21348,"10_2004"
"2924","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - W - 4",21411,"10_2004"
"2925","CHELSA_pr_10_2004_V.2.1","Dehesón El Encinar - Otro - 6",21348,"10_2004"
"2926","CHELSA_pr_10_2005_V.2.1","Atoquedo",22448,"10_2005"
"2927","CHELSA_pr_10_2005_V.2.1","La Caña",13964,"10_2005"
"2928","CHELSA_pr_10_2005_V.2.1","La Ciervina",22451,"10_2005"
"2929","CHELSA_pr_10_2005_V.2.1","Las Casillas",17970,"10_2005"
"2930","CHELSA_pr_10_2005_V.2.1","La Villa",23185,"10_2005"
"2931","CHELSA_pr_10_2005_V.2.1","Valdelacasa",24664,"10_2005"
"2932","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - S -3",21928,"10_2005"
"2933","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - W - 1",22920,"10_2005"
"2934","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - C - 2",22259,"10_2005"
"2935","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - S - 7",21151,"10_2005"
"2936","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - C - 5",21676,"10_2005"
"2937","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - W - 4",21795,"10_2005"
"2938","CHELSA_pr_10_2005_V.2.1","Dehesón El Encinar - Otro - 6",21676,"10_2005"
"2939","CHELSA_pr_10_2006_V.2.1","Atoquedo",15241,"10_2006"
"2940","CHELSA_pr_10_2006_V.2.1","La Caña",15702,"10_2006"
"2941","CHELSA_pr_10_2006_V.2.1","La Ciervina",14118,"10_2006"
"2942","CHELSA_pr_10_2006_V.2.1","Las Casillas",14052,"10_2006"
"2943","CHELSA_pr_10_2006_V.2.1","La Villa",17492,"10_2006"
"2944","CHELSA_pr_10_2006_V.2.1","Valdelacasa",16678,"10_2006"
"2945","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - S -3",20850,"10_2006"
"2946","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - W - 1",21991,"10_2006"
"2947","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - C - 2",20815,"10_2006"
"2948","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - S - 7",20108,"10_2006"
"2949","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - C - 5",20363,"10_2006"
"2950","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - W - 4",20334,"10_2006"
"2951","CHELSA_pr_10_2006_V.2.1","Dehesón El Encinar - Otro - 6",20363,"10_2006"
"2952","CHELSA_pr_10_2007_V.2.1","Atoquedo",9199,"10_2007"
"2953","CHELSA_pr_10_2007_V.2.1","La Caña",5862,"10_2007"
"2954","CHELSA_pr_10_2007_V.2.1","La Ciervina",8009,"10_2007"
"2955","CHELSA_pr_10_2007_V.2.1","Las Casillas",4590,"10_2007"
"2956","CHELSA_pr_10_2007_V.2.1","La Villa",7581,"10_2007"
"2957","CHELSA_pr_10_2007_V.2.1","Valdelacasa",8305,"10_2007"
"2958","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - S -3",6704,"10_2007"
"2959","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - W - 1",6864,"10_2007"
"2960","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - C - 2",6765,"10_2007"
"2961","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - S - 7",6563,"10_2007"
"2962","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - C - 5",6679,"10_2007"
"2963","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - W - 4",6700,"10_2007"
"2964","CHELSA_pr_10_2007_V.2.1","Dehesón El Encinar - Otro - 6",6679,"10_2007"
"2965","CHELSA_pr_10_2008_V.2.1","Atoquedo",7136,"10_2008"
"2966","CHELSA_pr_10_2008_V.2.1","La Caña",6653,"10_2008"
"2967","CHELSA_pr_10_2008_V.2.1","La Ciervina",6665,"10_2008"
"2968","CHELSA_pr_10_2008_V.2.1","Las Casillas",6347,"10_2008"
"2969","CHELSA_pr_10_2008_V.2.1","La Villa",5628,"10_2008"
"2970","CHELSA_pr_10_2008_V.2.1","Valdelacasa",5653,"10_2008"
"2971","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - S -3",12644,"10_2008"
"2972","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - W - 1",12816,"10_2008"
"2973","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - C - 2",12214,"10_2008"
"2974","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - S - 7",12612,"10_2008"
"2975","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - C - 5",12385,"10_2008"
"2976","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - W - 4",12211,"10_2008"
"2977","CHELSA_pr_10_2008_V.2.1","Dehesón El Encinar - Otro - 6",12385,"10_2008"
"2978","CHELSA_pr_10_2009_V.2.1","Atoquedo",6862,"10_2009"
"2979","CHELSA_pr_10_2009_V.2.1","La Caña",5556,"10_2009"
"2980","CHELSA_pr_10_2009_V.2.1","La Ciervina",6042,"10_2009"
"2981","CHELSA_pr_10_2009_V.2.1","Las Casillas",5397,"10_2009"
"2982","CHELSA_pr_10_2009_V.2.1","La Villa",5677,"10_2009"
"2983","CHELSA_pr_10_2009_V.2.1","Valdelacasa",7924,"10_2009"
"2984","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - S -3",7136,"10_2009"
"2985","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - W - 1",7591,"10_2009"
"2986","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - C - 2",7186,"10_2009"
"2987","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - S - 7",6844,"10_2009"
"2988","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - C - 5",6969,"10_2009"
"2989","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - W - 4",6993,"10_2009"
"2990","CHELSA_pr_10_2009_V.2.1","Dehesón El Encinar - Otro - 6",6969,"10_2009"
"2991","CHELSA_pr_10_2010_V.2.1","Atoquedo",8097,"10_2010"
"2992","CHELSA_pr_10_2010_V.2.1","La Caña",7636,"10_2010"
"2993","CHELSA_pr_10_2010_V.2.1","La Ciervina",7342,"10_2010"
"2994","CHELSA_pr_10_2010_V.2.1","Las Casillas",7287,"10_2010"
"2995","CHELSA_pr_10_2010_V.2.1","La Villa",7776,"10_2010"
"2996","CHELSA_pr_10_2010_V.2.1","Valdelacasa",8545,"10_2010"
"2997","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - S -3",9514,"10_2010"
"2998","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - W - 1",9936,"10_2010"
"2999","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - C - 2",9564,"10_2010"
"3000","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - S - 7",9251,"10_2010"
"3001","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - C - 5",9367,"10_2010"
"3002","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - W - 4",9374,"10_2010"
"3003","CHELSA_pr_10_2010_V.2.1","Dehesón El Encinar - Otro - 6",9367,"10_2010"
"3004","CHELSA_pr_10_2011_V.2.1","Atoquedo",4670,"10_2011"
"3005","CHELSA_pr_10_2011_V.2.1","La Caña",4983,"10_2011"
"3006","CHELSA_pr_10_2011_V.2.1","La Ciervina",4251,"10_2011"
"3007","CHELSA_pr_10_2011_V.2.1","Las Casillas",3885,"10_2011"
"3008","CHELSA_pr_10_2011_V.2.1","La Villa",5847,"10_2011"
"3009","CHELSA_pr_10_2011_V.2.1","Valdelacasa",5011,"10_2011"
"3010","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - S -3",7218,"10_2011"
"3011","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - W - 1",7894,"10_2011"
"3012","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - C - 2",7345,"10_2011"
"3013","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - S - 7",6772,"10_2011"
"3014","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - C - 5",6998,"10_2011"
"3015","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - W - 4",7044,"10_2011"
"3016","CHELSA_pr_10_2011_V.2.1","Dehesón El Encinar - Otro - 6",6998,"10_2011"
"3017","CHELSA_pr_10_2012_V.2.1","Atoquedo",10757,"10_2012"
"3018","CHELSA_pr_10_2012_V.2.1","La Caña",8915,"10_2012"
"3019","CHELSA_pr_10_2012_V.2.1","La Ciervina",9720,"10_2012"
"3020","CHELSA_pr_10_2012_V.2.1","Las Casillas",7384,"10_2012"
"3021","CHELSA_pr_10_2012_V.2.1","La Villa",10185,"10_2012"
"3022","CHELSA_pr_10_2012_V.2.1","Valdelacasa",10071,"10_2012"
"3023","CHELSA_pr_10_2012_V.2.1","Dehesón El Encinar - S -3",9490,"10_2012"
"3024","CHELSA_pr_10_2012_V.2.1","Dehesón El Encinar - W - 1",9836,"10_2012"
"3025","CHELSA_pr_10_2012_V.2.1","Dehesón El Encinar - C - 2",9724,"10_2012"
"3026","CHELSA_pr_10_2012_V.2.1","Dehesón El Encinar - S - 7",9172,"10_2012"
"3027","CHELSA_pr_10_2012_V.2.1","Dehesón El Encinar - C - 5",9469,"10_2012"
"3028","CHELSA_pr_10_2012_V.2.1","Dehesón El Encinar - W - 4",9555,"10_2012"
