image_id,aoi_name,BLUE,GREEN,RED,NIR,SWIR1,SWIR2,NDVI,NDTI,GNDVI,NDMI,NDWI,NGRDI,SAVI,BSI,EVI,AVI,MSI,GCI,OSAVI,MSAVI2,NLI,VARI,RVI,SOCI,RRECI,pixel_count,fcc
LANDSAT/LC08/C02/T1_L2/LC08_202032_20130521,projects/preprocesado-guillesrf/assets/atoquedo_point,0.04199517992961744,0.08800721903734812,0.10560844590759451,0.2938397022931092,0.26809395192416846,0.16304804773527073,0.47169415133362713,0.28735165779541016,0.5392032156906658,0.04693912272501897,-0.5392032156906658,-0.09016585016290257,0.31400391328851923,-0.11245940580752604,0.29195422532836046,0.3670152396557115,0.9129569191580268,2.3467908123966583,0.336656126687688,0.2903436129392993,-0.09902640030339445,-0.1153066270881936,2.7978158883112965,4.520700200698036,0.19972407410035195,37,32.40784113335366
LANDSAT/LC08/C02/T1_L2/LC08_202032_20140508,projects/preprocesado-guillesrf/assets/atoquedo_point,0.044672547962311265,0.09359653706436599,0.1043896954818935,0.26981646838460666,0.23267352735838343,0.1471314073674651,0.44220867719420565,0.2944809972056803,0.4849390192579806,0.0741830663133374,-0.4849390192579806,-0.05427935684210934,0.2838745364467596,-0.11157339183626928,0.2649822625383141,0.34189877877901625,0.8624866202480134,1.8843703789409243,0.3097263297103135,0.25824692483087885,-0.17786560674623322,-0.07012565249635604,2.588710693190201,4.575076421235852,0.1871030819332501,0,32.40784113335366
LANDSAT/LC08/C02/T1_L2/LC08_202032_20140625,projects/preprocesado-guillesrf/assets/valdelacasa_point,0.050555766738660884,0.0856258255655337,0.10732501676707963,0.3415302938501762,0.2987584031488008,0.16910410281914287,0.5225858472451951,0.33915480787259666,0.5991984308756948,0.06819565854968004,-0.5991984308756948,-0.11060647200468654,0.37039888235788293,-0.17547966122002767,0.3652193235839158,0.41464418868671427,0.875901335658327,3.0189487365629017,0.3850080657646086,0.35249534050592696,0.04442540879774589,-0.14994188079616774,3.2316589745921256,5.569494819014043,0.22442765530862785,35,53.46935532635997
LANDSAT/LC08/C02/T1_L2/LC08_202032_20130606,projects/preprocesado-guillesrf/assets/deheson_O6_point,0.054733791946308716,0.09165341940621088,0.11909027357524739,0.30872965731998636,0.29146534125810475,0.1611754965305426,0.4431515313279875,0.31428716475365226,0.5418907751495896,0.02920981282833811,-0.5418907751495896,-0.12995121972465837,0.30643551066467606,-0.129650918759041,0.2938903590057782,0.37207590481581493,0.9467401525709775,2.372113766373467,0.322455779078134,0.28448297729082056,-0.11103924217092875,-0.17549697434536565,2.596725373256317,5.026962636568107,0.21390996544761678,32,17.09772036797695
