aoi,date,ndvi_mean
atoquedo_point,2003-01-10,0.6772125647022238
atoquedo_point,2003-01-26,0.47991226704188106
atoquedo_point,2003-02-11,0.19262230002880554
atoquedo_point,2003-02-27,0.3213368249823132
atoquedo_point,2003-03-15,0.49007102139986924
atoquedo_point,2003-03-31,0.4345501148270383
atoquedo_point,2003-04-16,0.10356706283706489
atoquedo_point,2003-05-02,0.5019368339093419
atoquedo_point,2003-05-18,
atoquedo_point,2003-01-10,0.7161165563967353
atoquedo_point,2003-01-26,
atoquedo_point,2003-02-27,0.29082727000687164
atoquedo_point,2003-03-31,0.5697036871502927
atoquedo_point,2003-04-16,0.09811304870914159
atoquedo_point,2003-05-02,0.22095682688933618
atoquedo_point,2003-05-18,
atoquedo_point,2004-03-01,0.23785528305200454
atoquedo_point,2004-06-05,
atoquedo_point,2004-06-05,
atoquedo_point,2004-07-07,0.2526719140510149
atoquedo_point,2005-05-07,0.5444814826692921
atoquedo_point,2005-06-08,
atoquedo_point,2005-02-16,
atoquedo_point,2005-03-04,
atoquedo_point,2005-05-07,0.38458052001502563
atoquedo_point,2005-05-23,
atoquedo_point,2005-06-08,
atoquedo_point,2006-04-08,0.4109510472163021
atoquedo_point,2006-04-24,
atoquedo_point,2006-06-11,
atoquedo_point,2006-01-02,0.6764910164715358
atoquedo_point,2006-04-08,0.4792698970739704
atoquedo_point,2006-04-24,
atoquedo_point,2006-06-11,
atoquedo_point,2007-02-06,0.0056569355667287135
atoquedo_point,2007-03-10,0.7557982343744489
atoquedo_point,2007-05-29,
atoquedo_point,2007-02-06,0.005651389365976258
atoquedo_point,2007-03-10,
atoquedo_point,2008-02-09,0.712686509392309
atoquedo_point,2008-03-28,0.20299703615641235
atoquedo_point,2008-07-18,
atoquedo_point,2008-07-18,
atoquedo_point,2009-02-11,0.6841734725542931
atoquedo_point,2009-02-27,0.22387031916575512
atoquedo_point,2009-03-15,
atoquedo_point,2009-03-31,
atoquedo_point,2009-05-02,
atoquedo_point,2009-05-18,
atoquedo_point,2009-02-27,
atoquedo_point,2009-01-17,0.5786163495764225
atoquedo_point,2009-02-18,
atoquedo_point,2010-04-19,0.13404150145351987
atoquedo_point,2010-05-05,
atoquedo_point,2010-05-21,
atoquedo_point,2010-06-06,
atoquedo_point,2010-06-22,
atoquedo_point,2010-05-21,
atoquedo_point,2010-06-06,
atoquedo_point,2010-06-22,0.33442617109642875
atoquedo_point,2011-02-01,0.7324861331179353
atoquedo_point,2011-03-21,
atoquedo_point,2011-04-06,0.20440449527285406
atoquedo_point,2011-05-08,0.49304904308786257
atoquedo_point,2011-05-24,
atoquedo_point,2011-04-13,
atoquedo_point,2011-04-29,0.18857455784037125
atoquedo_point,2011-05-15,
atoquedo_point,2012-01-03,0.683814643999574
